accuracy,balanced_accuracy,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,roc_auc,step,train_mode
0.93359375,0.9337606837606838,0.14319980546044614,0.1427001953125,cls_soft_bias,0.4387126564979553,random,0.375,0.9883394383394384,0,baseline
0.91015625,0.9103816793893129,0.18980784127687023,0.189453125,cls_soft_bias,0.4387126564979553,random,0.375,0.9798167938931298,1,baseline
0.9609375,0.962962962962963,0.10225674688751019,0.1016845703125,cls_soft_bias,0.4387126564979553,random,0.375,0.9965105601469237,2,baseline
0.9609375,0.9605721621125985,0.09850272254914241,0.09796142578125,cls_soft_bias,0.4387126564979553,random,0.375,0.9946206980866801,3,baseline
0.953125,0.9533590072742832,0.1136920978926539,0.1131591796875,cls_soft_bias,0.4387126564979553,random,0.375,0.9929702304541842,4,baseline
0.890625,0.8960943257184967,0.2620840446662565,0.261962890625,cls_soft_bias,0.4387126564979553,random,0.375,0.9627855563743553,5,baseline
0.94140625,0.9415552707074406,0.11401722699881915,0.1136474609375,cls_soft_bias,0.4387126564979553,random,0.375,0.9933467618873223,6,baseline
0.9765625,0.9765000305194409,0.05972454823799892,0.059234619140625,cls_soft_bias,0.4387126564979553,random,0.375,0.9981077946652017,7,baseline
0.92578125,0.9270432178005991,0.17477768745350275,0.1744384765625,cls_soft_bias,0.4387126564979553,random,0.375,0.9837398373983739,8,baseline
0.98046875,0.9807328244274809,0.08111881602202428,0.08074951171875,cls_soft_bias,0.4387126564979553,random,0.375,0.9949618320610687,9,baseline
0.91796875,0.9184995112414467,0.17851990133918075,0.17822265625,cls_soft_bias,0.4387126564979553,random,0.375,0.9823435972629521,10,baseline
0.984375,0.9843711843711844,0.05974324680649864,0.059173583984375,cls_soft_bias,0.4387126564979553,random,0.375,0.9978327228327228,11,baseline
0.9375,0.9375,0.15736167077350732,0.1568603515625,cls_soft_bias,0.4387126564979553,random,0.375,0.98907470703125,12,baseline
0.90625,0.9068627450980392,0.21974578051691146,0.219482421875,cls_soft_bias,0.4387126564979553,random,0.375,0.9739276960784313,13,baseline
0.9140625,0.911662075298439,0.1824315183895559,0.18212890625,cls_soft_bias,0.4387126564979553,random,0.375,0.9817263544536272,14,baseline
0.9375,0.9384164222873901,0.1252758513576574,0.1248779296875,cls_soft_bias,0.4387126564979553,random,0.375,0.9917521994134897,15,baseline
0.921875,0.9225317693059629,0.14499785500096232,0.14453125,cls_soft_bias,0.4387126564979553,random,0.375,0.9880865102639297,16,baseline
0.95703125,0.9554376495123598,0.10177371396751114,0.1011962890625,cls_soft_bias,0.4387126564979553,random,0.375,0.9939888364104766,17,baseline
0.953125,0.9528693528693528,0.11619824713358448,0.11578369140625,cls_soft_bias,0.4387126564979553,random,0.375,0.9922161172161171,18,baseline
0.96484375,0.9653168583312943,0.1091978349123548,0.10882568359375,cls_soft_bias,0.4387126564979553,random,0.375,0.9929043308049914,19,baseline
0.9140625,0.9143014099981688,0.1710252792810977,0.170654296875,cls_soft_bias,0.4387126564979553,random,0.375,0.9848013184398461,20,baseline
0.94140625,0.9407328244274809,0.11458894926579417,0.1141357421875,cls_soft_bias,0.4387126564979553,random,0.375,0.9939541984732825,21,baseline
0.90625,0.9089343909487795,0.1585089617235496,0.1583251953125,cls_soft_bias,0.4387126564979553,random,0.375,0.985304064440755,22,baseline
0.91796875,0.9180553012268815,0.16405160036124616,0.1636962890625,cls_soft_bias,0.4387126564979553,random,0.375,0.9840993712995179,23,baseline
0.9296875,0.9283574790635124,0.15164252685681223,0.1512451171875,cls_soft_bias,0.4387126564979553,random,0.375,0.9874992358946145,24,baseline
0.9453125,0.9452824427480916,0.09297918807977432,0.092529296875,cls_soft_bias,0.4387126564979553,random,0.375,0.994290076335878,25,baseline
0.96875,0.9680909591050797,0.0724936931753985,0.07196044921875,cls_soft_bias,0.4387126564979553,random,0.375,0.9971269637508405,26,baseline
0.96875,0.9691086691086691,0.10304231335510985,0.10247802734375,cls_soft_bias,0.4387126564979553,random,0.375,0.995970695970696,27,baseline
0.9375,0.9376068376068376,0.12989024739270494,0.1295166015625,cls_soft_bias,0.4387126564979553,random,0.375,0.9904151404151404,28,baseline
0.91796875,0.9194396868118424,0.18044580527375503,0.1800537109375,cls_soft_bias,0.4387126564979553,random,0.375,0.9834842182529974,29,baseline
