accuracy,balanced_accuracy,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,roc_auc,step,train_mode
0.9775390625,0.9775561430211754,0.05549342689321377,0.054779052734375,cls_soft_bias,0.25,shuffled,0.25,0.9981994560220948,0,baseline
0.9609375,0.9608382209188661,0.08734701888286843,0.08673095703125,cls_soft_bias,0.25,shuffled,0.25,0.9954007056451614,1,baseline
0.966796875,0.9668702290076336,0.0750739707635667,0.07440185546875,cls_soft_bias,0.25,shuffled,0.25,0.9967958015267177,2,baseline
0.97265625,0.9724756986982059,0.06586489013905478,0.065185546875,cls_soft_bias,0.25,shuffled,0.25,0.9974009915160119,3,baseline
0.982421875,0.9825496183206106,0.042090285049695655,0.041412353515625,cls_soft_bias,0.25,shuffled,0.25,0.9990458015267176,4,baseline
0.9716796875,0.9718847218246016,0.06513547224002385,0.06439208984375,cls_soft_bias,0.25,shuffled,0.25,0.9977936826033019,5,baseline
0.9755859375,0.9755926197458455,0.06774719142333216,0.067138671875,cls_soft_bias,0.25,shuffled,0.25,0.997651667888563,6,baseline
0.9755859375,0.9755711386146169,0.046008228074375795,0.0452880859375,cls_soft_bias,0.25,shuffled,0.25,0.9986761182413356,7,baseline
0.94921875,0.9491273077099271,0.11539511754188081,0.11474609375,cls_soft_bias,0.25,shuffled,0.25,0.9925557744285125,8,baseline
0.97265625,0.9727299432700415,0.05336756039026137,0.05267333984375,cls_soft_bias,0.25,shuffled,0.25,0.9984243797664419,9,baseline
0.970703125,0.970697647799462,0.06750338397763639,0.0667724609375,cls_soft_bias,0.25,shuffled,0.25,0.997298689406513,10,baseline
0.98046875,0.9804801196293625,0.04994516455092306,0.049224853515625,cls_soft_bias,0.25,shuffled,0.25,0.9985675757124928,11,baseline
0.9609375,0.9609373509878196,0.08358856858530476,0.0828857421875,cls_soft_bias,0.25,shuffled,0.25,0.9959983673033421,12,baseline
0.970703125,0.9707677751156012,0.07086001645626737,0.07025146484375,cls_soft_bias,0.25,shuffled,0.25,0.9972797472797472,13,baseline
0.9580078125,0.9580055348792824,0.09567871492991491,0.094970703125,cls_soft_bias,0.25,shuffled,0.25,0.994596812672965,14,baseline
0.939453125,0.9395604395604396,0.14588375377373614,0.1453857421875,cls_soft_bias,0.25,shuffled,0.25,0.9873397435897437,15,baseline
0.9677734375,0.9679461971067391,0.0734380944101016,0.07281494140625,cls_soft_bias,0.25,shuffled,0.25,0.9968883509787376,16,baseline
0.953125,0.9533016924321271,0.10088916286919276,0.10028076171875,cls_soft_bias,0.25,shuffled,0.25,0.9941894181024615,17,baseline
0.986328125,0.9865674205553965,0.03946134166609625,0.038818359375,cls_soft_bias,0.25,shuffled,0.25,0.9993396316442409,18,baseline
0.97265625,0.9726821413171642,0.06358378445074428,0.06280517578125,cls_soft_bias,0.25,shuffled,0.25,0.9978535695615176,19,baseline
0.947265625,0.9474656488549618,0.11305944356805052,0.11248779296875,cls_soft_bias,0.25,shuffled,0.25,0.9926564885496183,20,baseline
0.9775390625,0.9775577935454337,0.0507478630889904,0.050140380859375,cls_soft_bias,0.25,shuffled,0.25,0.9985790035858702,21,baseline
0.96484375,0.96484375,0.08720637769159462,0.086669921875,cls_soft_bias,0.25,shuffled,0.25,0.9960079193115234,22,baseline
0.9677734375,0.9677638405664408,0.07941517506614698,0.0787353515625,cls_soft_bias,0.25,shuffled,0.25,0.9963472044192151,23,baseline
0.9658203125,0.965620286036165,0.07330870682627397,0.0726318359375,cls_soft_bias,0.25,shuffled,0.25,0.9967271963491244,24,baseline
0.966796875,0.9667555575902549,0.06374626711642244,0.06304931640625,cls_soft_bias,0.25,shuffled,0.25,0.9975869738553863,25,baseline
0.9716796875,0.9717534204693113,0.055126141470187934,0.054443359375,cls_soft_bias,0.25,shuffled,0.25,0.9981540930979133,26,baseline
0.9736328125,0.9736261849810213,0.062218377575508674,0.06158447265625,cls_soft_bias,0.25,shuffled,0.25,0.9976462509775498,27,baseline
0.9619140625,0.9620538102881602,0.09363289254283375,0.0928955078125,cls_soft_bias,0.25,shuffled,0.25,0.9961056332645417,28,baseline
0.9736328125,0.9736308045608695,0.05872792338813046,0.05816650390625,cls_soft_bias,0.25,shuffled,0.25,0.9980411454816646,29,baseline
