accuracy,aggregation,balanced_accuracy,case_dir,case_name,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,num_datasets,roc_auc,scale_name,train_mode
0.9619791666666667,mean_over_datasets,0.9621315272466281,results/step1/context_sweep/mb_bias_init_2.0/ctx1000/baseline,baseline,0.09106481488415887,0.0905975341796875,none,0.0,none,0.0,30,0.9952558376739529,ctx1000,baseline
0.9616536458333333,mean_over_datasets,0.9618237861224241,results/step1/context_sweep/mb_bias_init_2.0/ctx1000/shuffled,shuffled,0.08788502957153715,0.0873809814453125,cls_soft_bias,0.25,shuffled,0.25,30,0.9955091801241781,ctx1000,baseline
0.9611979166666667,mean_over_datasets,0.9614215867352427,results/step1/context_sweep/mb_bias_init_2.0/ctx1000/mi,mi,0.08876065106353817,0.08828226725260417,cls_soft_bias,0.11307159935434659,mi,0.0847222238779068,30,0.9955197988749289,ctx1000,baseline
0.9641276041666667,mean_over_datasets,0.9643123097161942,results/step1/context_sweep/mb_bias_init_2.0/ctx1000/oracle,oracle,0.08246864176391236,0.08194478352864583,cls_soft_bias,0.25,oracle,0.25,30,0.9961353222483933,ctx1000,baseline
0.9613932291666667,mean_over_datasets,0.9616090487164812,results/step1/context_sweep/mb_bias_init_2.0/ctx1000/corr,corr,0.08759842959871414,0.0871124267578125,cls_soft_bias,0.23588260809580486,corr,0.14027778251717488,30,0.9956109506477283,ctx1000,baseline
0.9624348958333333,mean_over_datasets,0.9625866584681317,results/step1/context_sweep/mb_bias_init_2.0/ctx1000/random,random,0.08628594210166923,0.08577779134114584,cls_soft_bias,0.4387126564979553,random,0.375,30,0.9957340376771507,ctx1000,baseline
0.9466145833333334,mean_over_datasets,0.9467555484665372,results/step1/context_sweep/mb_bias_init_2.0/ctx500/baseline,baseline,0.12773010556351244,0.12744344075520833,none,0.0,none,0.0,30,0.9900997876009971,ctx500,baseline
0.9471354166666667,mean_over_datasets,0.9472953509796707,results/step1/context_sweep/mb_bias_init_2.0/ctx500/shuffled,shuffled,0.12101625859083952,0.12067667643229167,cls_soft_bias,0.25,shuffled,0.25,30,0.9911608136083914,ctx500,baseline
0.9455729166666667,mean_over_datasets,0.9456452096506742,results/step1/context_sweep/mb_bias_init_2.0/ctx500/mi,mi,0.12644917208571707,0.12615458170572916,cls_soft_bias,0.1228657066822052,mi,0.08958333569268385,30,0.9899967310480264,ctx500,baseline
0.9493489583333333,mean_over_datasets,0.9495117943958096,results/step1/context_sweep/mb_bias_init_2.0/ctx500/oracle,oracle,0.11711716671591052,0.11676839192708334,cls_soft_bias,0.25,oracle,0.25,30,0.9915638895222325,ctx500,baseline
0.9462239583333333,mean_over_datasets,0.9463268813613176,results/step1/context_sweep/mb_bias_init_2.0/ctx500/corr,corr,0.12420815637601354,0.12388712565104167,cls_soft_bias,0.24800729403893154,corr,0.15000000533958277,30,0.9903126636256057,ctx500,baseline
0.9463541666666667,mean_over_datasets,0.9464696583526208,results/step1/context_sweep/mb_bias_init_2.0/ctx500/random,random,0.12039224937034244,0.1200531005859375,cls_soft_bias,0.4387126564979553,random,0.375,30,0.9910497681779156,ctx500,baseline
0.96689453125,mean_over_datasets,0.9669421270126051,results/step1/context_sweep/mb_bias_init_2.0/ctx3000/baseline,baseline,0.07433777412268285,0.0737030029296875,none,0.0,none,0.0,30,0.9965640729384148,ctx3000,baseline
0.96787109375,mean_over_datasets,0.9679071019135846,results/step1/context_sweep/mb_bias_init_2.0/ctx3000/shuffled,shuffled,0.07338481051341102,0.07272542317708333,cls_soft_bias,0.25,shuffled,0.25,30,0.9966382731436342,ctx3000,baseline
0.9672526041666667,mean_over_datasets,0.9672775334983544,results/step1/context_sweep/mb_bias_init_2.0/ctx3000/mi,mi,0.07461774120168256,0.07397359212239583,cls_soft_bias,0.10705941667159398,mi,0.08402778034408888,30,0.996550893309743,ctx3000,baseline
0.9695638020833334,mean_over_datasets,0.9696008627354257,results/step1/context_sweep/mb_bias_init_2.0/ctx3000/oracle,oracle,0.06981724988096492,0.0691436767578125,cls_soft_bias,0.25,oracle,0.25,30,0.996969698644307,ctx3000,baseline
0.9675455729166667,mean_over_datasets,0.9675657677594315,results/step1/context_sweep/mb_bias_init_2.0/ctx3000/corr,corr,0.07427728289053834,0.0736236572265625,cls_soft_bias,0.22481684188048046,corr,0.13680555932223798,30,0.9965746860824979,ctx3000,baseline
0.9676432291666667,mean_over_datasets,0.9676816296160707,results/step1/context_sweep/mb_bias_init_2.0/ctx3000/random,random,0.07367287064650752,0.07300923665364584,cls_soft_bias,0.4387126564979553,random,0.375,30,0.9965993632586504,ctx3000,baseline
