accuracy,aggregation,balanced_accuracy,case_dir,case_name,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,num_datasets,roc_auc,scale_name,train_mode
0.9606770833333333,mean_over_datasets,0.9608342674710794,results/step1/context_sweep5/mb_bias_init_50.0/ctx1000/baseline,baseline,0.09274864711903663,0.09225972493489583,none,0.0,none,0.0,30,0.9948460766771181,ctx1000,baseline
0.9236328125,mean_over_datasets,0.9239642960136693,results/step1/context_sweep5/mb_bias_init_50.0/ctx1000/shuffled,shuffled,0.1738715242938331,0.17365926106770832,cls_soft_bias,0.25,shuffled,0.25,30,0.9762973789941245,ctx1000,baseline
0.9511067708333333,mean_over_datasets,0.9511750584500829,results/step1/context_sweep5/mb_bias_init_50.0/ctx1000/mi,mi,0.12125153821196735,0.1214263916015625,cls_soft_bias,0.10698045392831167,mi,0.08177083333333333,30,0.990950783907215,ctx1000,baseline
0.9725911458333333,mean_over_datasets,0.9726894043334112,results/step1/context_sweep5/mb_bias_init_50.0/ctx1000/oracle,oracle,0.06538457380583652,0.06469370524088541,cls_soft_bias,0.25,oracle,0.25,30,0.9975238955992601,ctx1000,baseline
0.953125,mean_over_datasets,0.9532824922976207,results/step1/context_sweep5/mb_bias_init_50.0/ctx1000/corr,corr,0.11637625030328767,0.116339111328125,cls_soft_bias,0.220031800866127,corr,0.10625,30,0.9912992391226735,ctx1000,baseline
0.9297526041666667,mean_over_datasets,0.929946305793496,results/step1/context_sweep5/mb_bias_init_50.0/ctx1000/random,random,0.16615004581588755,0.16580301920572918,cls_soft_bias,0.435289204120636,random,0.375,30,0.9810705832840491,ctx1000,baseline
0.9759114583333334,mean_over_datasets,0.9759293943784999,results/step1/context_sweep5/mb_bias_init_50.0/ctx4000/baseline,baseline,0.05620813224221874,0.05548146565755208,none,0.0,none,0.0,30,0.998072363995418,ctx4000,baseline
0.9408203125,mean_over_datasets,0.9408110051111627,results/step1/context_sweep5/mb_bias_init_50.0/ctx4000/shuffled,shuffled,0.1369681899377704,0.136865234375,cls_soft_bias,0.25,shuffled,0.25,30,0.9839367986821739,ctx4000,baseline
0.9624837239583334,mean_over_datasets,0.9625044031327707,results/step1/context_sweep5/mb_bias_init_50.0/ctx4000/mi,mi,0.0892887788433076,0.08913930257161458,cls_soft_bias,0.0867966012408336,mi,0.07951389150694013,30,0.9944156986957363,ctx4000,baseline
0.9805013020833333,mean_over_datasets,0.9805129318206393,results/step1/context_sweep5/mb_bias_init_50.0/ctx4000/oracle,oracle,0.04648926955732168,0.04576822916666667,cls_soft_bias,0.25,oracle,0.25,30,0.9986895370261398,ctx4000,baseline
0.964990234375,mean_over_datasets,0.9650078774903628,results/step1/context_sweep5/mb_bias_init_50.0/ctx4000/corr,corr,0.08370082997406648,0.08335774739583333,cls_soft_bias,0.19355460455020268,corr,0.09756944741432866,30,0.9950684339097458,ctx4000,baseline
0.94228515625,mean_over_datasets,0.9423136064657488,results/step1/context_sweep5/mb_bias_init_50.0/ctx4000/random,random,0.1354648953232737,0.1352752685546875,cls_soft_bias,0.45743316411972046,random,0.4166666865348816,30,0.983916012539671,ctx4000,baseline
0.9466145833333334,mean_over_datasets,0.9467555484665372,results/step1/context_sweep5/mb_bias_init_50.0/ctx500/baseline,baseline,0.12773010556351244,0.12744344075520833,none,0.0,none,0.0,30,0.9900997876009971,ctx500,baseline
0.9122395833333333,mean_over_datasets,0.9123011059080307,results/step1/context_sweep5/mb_bias_init_50.0/ctx500/shuffled,shuffled,0.1972091521089497,0.19691670735677083,cls_soft_bias,0.25,shuffled,0.25,30,0.9730147838865219,ctx500,baseline
0.9322916666666666,mean_over_datasets,0.932243766524443,results/step1/context_sweep5/mb_bias_init_50.0/ctx500/mi,mi,0.18575943228836747,0.18946736653645832,cls_soft_bias,0.1228657066822052,mi,0.08958333569268385,30,0.9798609887479188,ctx500,baseline
0.9623697916666667,mean_over_datasets,0.9624169928147052,results/step1/context_sweep5/mb_bias_init_50.0/ctx500/oracle,oracle,0.08795258711749171,0.08736979166666667,cls_soft_bias,0.25,oracle,0.25,30,0.9954126448428475,ctx500,baseline
0.9350260416666667,mean_over_datasets,0.9351586547043179,results/step1/context_sweep5/mb_bias_init_50.0/ctx500/corr,corr,0.16324324109863178,0.163287353515625,cls_soft_bias,0.24800729403893154,corr,0.15000000533958277,30,0.9831286225183236,ctx500,baseline
0.9118489583333333,mean_over_datasets,0.9124352114917048,results/step1/context_sweep5/mb_bias_init_50.0/ctx500/random,random,0.20867390420805182,0.208416748046875,cls_soft_bias,0.4387126564979553,random,0.375,30,0.9723368360841181,ctx500,baseline
0.97568359375,mean_over_datasets,0.9756841948478471,results/step1/context_sweep5/mb_bias_init_50.0/ctx5000/baseline,baseline,0.056152963309425305,0.055448659261067706,none,0.0,none,0.0,30,0.9977756067812115,ctx5000,baseline
0.9490315755208333,mean_over_datasets,0.9490341519537421,results/step1/context_sweep5/mb_bias_init_50.0/ctx5000/shuffled,shuffled,0.11928389642138516,0.11887054443359375,cls_soft_bias,0.25,shuffled,0.25,30,0.989159917793672,ctx5000,baseline
0.958447265625,mean_over_datasets,0.9584423751797213,results/step1/context_sweep5/mb_bias_init_50.0/ctx5000/mi,mi,0.09652828068508881,0.09613698323567708,cls_soft_bias,0.07843862827867269,mi,0.07172619433452686,30,0.9913675770769027,ctx5000,baseline
0.9816813151041667,mean_over_datasets,0.9816780785960856,results/step1/context_sweep5/mb_bias_init_50.0/ctx5000/oracle,oracle,0.04567970094939359,0.045060348510742185,cls_soft_bias,0.25,oracle,0.25,30,0.9986554756160562,ctx5000,baseline
0.96064453125,mean_over_datasets,0.9606297711201516,results/step1/context_sweep5/mb_bias_init_50.0/ctx5000/corr,corr,0.09136063525083442,0.09093195597330729,cls_soft_bias,0.17573267022768657,corr,0.08125000428408384,30,0.9924723346550454,ctx5000,baseline
0.9465738932291666,mean_over_datasets,0.9465709556237427,results/step1/context_sweep5/mb_bias_init_50.0/ctx5000/random,random,0.12428387651026392,0.1239593505859375,cls_soft_bias,0.46127429604530334,random,0.4285714626312256,30,0.9876689998057907,ctx5000,baseline
0.969921875,mean_over_datasets,0.9699088560136536,results/step1/context_sweep5/mb_bias_init_50.0/ctx3000/baseline,baseline,0.07164987612657785,0.07100931803385417,none,0.0,none,0.0,30,0.9966350115916622,ctx3000,baseline
0.9375,mean_over_datasets,0.9375019802020658,results/step1/context_sweep5/mb_bias_init_50.0/ctx3000/shuffled,shuffled,0.14652880017569683,0.1466064453125,cls_soft_bias,0.25,shuffled,0.25,30,0.9831823673225843,ctx3000,baseline
0.9498372395833333,mean_over_datasets,0.9497691203008858,results/step1/context_sweep5/mb_bias_init_50.0/ctx3000/mi,mi,0.11986941803319467,0.119769287109375,cls_soft_bias,0.09970572007199129,mi,0.08500000151495139,30,0.9879668640174664,ctx3000,baseline
0.9755208333333333,mean_over_datasets,0.975491242132966,results/step1/context_sweep5/mb_bias_init_50.0/ctx3000/oracle,oracle,0.058400638924341455,0.05763880411783854,cls_soft_bias,0.25,oracle,0.25,30,0.9975245479888646,ctx3000,baseline
0.9568684895833334,mean_over_datasets,0.9568662054404977,results/step1/context_sweep5/mb_bias_init_50.0/ctx3000/corr,corr,0.1071642340618381,0.10747273763020833,cls_soft_bias,0.20741521765788395,corr,0.10500000187506278,30,0.9911067408982067,ctx3000,baseline
0.9399739583333333,mean_over_datasets,0.9400119237233718,results/step1/context_sweep5/mb_bias_init_50.0/ctx3000/random,random,0.14187735305522936,0.14181925455729166,cls_soft_bias,0.4408135414123535,random,0.38750001788139343,30,0.985519417253243,ctx3000,baseline
