accuracy,balanced_accuracy,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,roc_auc,step,train_mode
0.93408203125,0.9340358997645604,0.16350842614606056,0.171875,cls_soft_bias,0.05005156248807907,mi,0.03125,0.9871424046889489,0,baseline
0.98486328125,0.9848500169806498,0.034841926805755936,0.034027099609375,cls_soft_bias,0.0929768905043602,mi,0.09375,0.9992759374654187,1,baseline
0.97998046875,0.979996681134251,0.050389055331390535,0.0496826171875,cls_soft_bias,0.24917630851268768,mi,0.3125,0.9986395511520184,2,baseline
0.96240234375,0.9624547785868023,0.09094157308511977,0.09161376953125,cls_soft_bias,0.038078270852565765,mi,0.02083333395421505,0.9947351399001694,3,baseline
0.98876953125,0.988705037618081,0.024190628846447116,0.0233154296875,cls_soft_bias,0.026651129126548767,mi,0.010416666977107525,0.9997224426572252,4,baseline
0.96630859375,0.9663790209363365,0.07261063482388405,0.07196044921875,cls_soft_bias,0.10322531312704086,mi,0.1145833358168602,0.9968507751937984,5,baseline
0.9638671875,0.9638840007439518,0.08298089236921925,0.0823974609375,cls_soft_bias,0.08172209560871124,mi,0.0729166716337204,0.995887281762212,6,baseline
0.95556640625,0.9555633757147817,0.09505451665092814,0.094482421875,cls_soft_bias,0.04585964232683182,mi,0.03125,0.9945621283040174,7,baseline
0.96923828125,0.9692478483794178,0.07591514316358092,0.0751953125,cls_soft_bias,0.14441683888435364,mi,0.1354166716337204,0.996696270524324,8,baseline
0.95703125,0.9570158272393312,0.09611377617817206,0.095458984375,cls_soft_bias,0.027163004502654076,mi,0.010416666977107525,0.9950189400441743,9,baseline
0.9716796875,0.9716777531411678,0.061509531698335174,0.060791015625,cls_soft_bias,0.06733595579862595,mi,0.0520833358168602,0.9977602937319696,10,baseline
0.98828125,0.9882644267044148,0.030158787603847208,0.0293426513671875,cls_soft_bias,0.02711353823542595,mi,0.010416666977107525,0.9994686893988749,11,baseline
0.958984375,0.9591117216117215,0.09233093814671312,0.09173583984375,cls_soft_bias,0.041881464421749115,mi,0.02083333395421505,0.9952147245115994,12,baseline
0.9599609375,0.960100345294645,0.09354031368322616,0.09295654296875,cls_soft_bias,0.03715696930885315,mi,0.02083333395421505,0.9951115053701901,13,baseline
0.9287109375,0.9287099158381613,0.19915407408411204,0.198974609375,cls_soft_bias,0.04027823731303215,mi,0.02083333395421505,0.9799971389743224,14,baseline
0.95947265625,0.9595027371392604,0.08966850436615001,0.092529296875,cls_soft_bias,0.03029756061732769,mi,0.010416666977107525,0.9953664142521983,15,baseline
0.95458984375,0.9546694492346666,0.10144151552198709,0.100830078125,cls_soft_bias,0.027989238500595093,mi,0.010416666977107525,0.9940320402276923,16,baseline
0.9736328125,0.9738157624699914,0.06228129478121565,0.0615234375,cls_soft_bias,0.07374008744955063,mi,0.0625,0.997896173689762,17,baseline
0.93994140625,0.9399034059696026,0.14371231799005738,0.143310546875,cls_soft_bias,0.03879913315176964,mi,0.02083333395421505,0.988012535860343,18,baseline
0.978515625,0.978507667658503,0.059320626677494465,0.058868408203125,cls_soft_bias,0.08052219450473785,mi,0.0729166716337204,0.9983920805676356,19,baseline
0.97509765625,0.9751029983978027,0.06325786678556186,0.06268310546875,cls_soft_bias,0.12256401777267456,mi,0.1354166716337204,0.9977764744029908,20,baseline
0.96337890625,0.9633717852731772,0.09454666452322785,0.09381103515625,cls_soft_bias,0.24233035743236542,mi,0.2604166865348816,0.9952708405857921,21,baseline
0.97314453125,0.973230673540332,0.06546222242578664,0.064697265625,cls_soft_bias,0.19816581904888153,mi,0.2395833432674408,0.9977457710550516,22,baseline
0.90380859375,0.9038129951972778,0.21821903456979602,0.218017578125,cls_soft_bias,0.11806239932775497,mi,0.0833333358168602,0.9705895255642913,23,baseline
0.96044921875,0.9603923485446597,0.09611496452281207,0.0958251953125,cls_soft_bias,0.09042253345251083,mi,0.09375,0.9945956369864255,24,baseline
0.94287109375,0.942932460477324,0.12793411676507088,0.1273193359375,cls_soft_bias,0.08730875700712204,mi,0.0833333358168602,0.9899290613745956,25,baseline
0.9560546875,0.9559504318323201,0.1011210125270137,0.10089111328125,cls_soft_bias,0.0681823343038559,mi,0.0520833358168602,0.9939928937536018,26,baseline
0.9658203125,0.9658105963498749,0.08310392500568779,0.08245849609375,cls_soft_bias,0.04830382391810417,mi,0.02083333395421505,0.9958598470976011,27,baseline
0.97802734375,0.978019667140654,0.05560424972227177,0.054779052734375,cls_soft_bias,0.20631143450737,mi,0.2395833432674408,0.9984902975630179,28,baseline
0.97998046875,0.9801124650694031,0.05363483049830313,0.052825927734375,cls_soft_bias,0.09781112521886826,mi,0.0416666679084301,0.9984381442118283,29,baseline
