accuracy,aggregation,balanced_accuracy,case_dir,case_name,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,num_datasets,roc_auc,scale_name,train_mode
0.9606770833333333,mean_over_datasets,0.9608342674710794,results/step1/context_sweep5/mb_bias_init_1000.0/ctx1000/baseline,baseline,0.09274864711903663,0.09225972493489583,none,0.0,none,0.0,30,0.9948460766771181,ctx1000,baseline
0.9235677083333333,mean_over_datasets,0.9239003053642364,results/step1/context_sweep5/mb_bias_init_1000.0/ctx1000/shuffled,shuffled,0.1738790319662284,0.1736663818359375,cls_soft_bias,0.25,shuffled,0.25,30,0.9762907755233211,ctx1000,baseline
0.9314453125,mean_over_datasets,0.9315840521909776,results/step1/context_sweep5/mb_bias_init_1000.0/ctx1000/mi,mi,0.16078956353224105,0.16172383626302084,cls_soft_bias,0.10697936726113161,mi,0.08177083333333333,30,0.9830466169628257,ctx1000,baseline
0.9725260416666667,mean_over_datasets,0.9726196693264376,results/step1/context_sweep5/mb_bias_init_1000.0/ctx1000/oracle,oracle,0.06539192628176577,0.06469930013020833,cls_soft_bias,0.25,oracle,0.25,30,0.9975233881567058,ctx1000,baseline
0.934765625,mean_over_datasets,0.9349114635626131,results/step1/context_sweep5/mb_bias_init_1000.0/ctx1000/corr,corr,0.15161452491531974,0.15182902018229166,cls_soft_bias,0.220031800866127,corr,0.10625,30,0.9844397767860522,ctx1000,baseline
0.8212890625,mean_over_datasets,0.8216283239611405,results/step1/context_sweep5/mb_bias_init_1000.0/ctx1000/random,random,0.4079957260104088,0.40939737955729166,cls_soft_bias,0.435289204120636,random,0.375,30,0.8929815147734895,ctx1000,baseline
0.9759114583333334,mean_over_datasets,0.9759293943784999,results/step1/context_sweep5/mb_bias_init_1000.0/ctx4000/baseline,baseline,0.05620813224221874,0.05548146565755208,none,0.0,none,0.0,30,0.998072363995418,ctx4000,baseline
0.9409016927083333,mean_over_datasets,0.9408939469504619,results/step1/context_sweep5/mb_bias_init_1000.0/ctx4000/shuffled,shuffled,0.13696257437855855,0.13685302734375,cls_soft_bias,0.25,shuffled,0.25,30,0.9839375453625026,ctx4000,baseline
0.946240234375,mean_over_datasets,0.9462723601059303,results/step1/context_sweep5/mb_bias_init_1000.0/ctx4000/mi,mi,0.12155717360253164,0.12122294108072916,cls_soft_bias,0.0867963454996546,mi,0.07951389150694013,30,0.9895403590424425,ctx4000,baseline
0.98046875,mean_over_datasets,0.9804811305995113,results/step1/context_sweep5/mb_bias_init_1000.0/ctx4000/oracle,oracle,0.046487603403323745,0.045767720540364584,cls_soft_bias,0.25,oracle,0.25,30,0.9986900458331572,ctx4000,baseline
0.9548828125,mean_over_datasets,0.9549067816514546,results/step1/context_sweep5/mb_bias_init_1000.0/ctx4000/corr,corr,0.1053361897133266,0.10501912434895834,cls_soft_bias,0.19355460455020268,corr,0.09756944741432866,30,0.9917749352327632,ctx4000,baseline
0.8323567708333334,mean_over_datasets,0.8323787366043786,results/step1/context_sweep5/mb_bias_init_1000.0/ctx4000/random,random,0.36070998380074326,0.36109619140625,cls_soft_bias,0.45743316411972046,random,0.4166666865348816,30,0.9013242004746814,ctx4000,baseline
0.9466145833333334,mean_over_datasets,0.9467555484665372,results/step1/context_sweep5/mb_bias_init_1000.0/ctx500/baseline,baseline,0.12773010556351244,0.12744344075520833,none,0.0,none,0.0,30,0.9900997876009971,ctx500,baseline
0.9125,mean_over_datasets,0.9125576527870393,results/step1/context_sweep5/mb_bias_init_1000.0/ctx500/shuffled,shuffled,0.1971993841952927,0.19691670735677083,cls_soft_bias,0.25,shuffled,0.25,30,0.9730086583837688,ctx500,baseline
0.9102864583333333,mean_over_datasets,0.9104729114863759,results/step1/context_sweep5/mb_bias_init_1000.0/ctx500/mi,mi,0.21584342627723765,0.21913960774739583,cls_soft_bias,0.1228657066822052,mi,0.08958333569268385,30,0.9670382485177283,ctx500,baseline
0.9625,mean_over_datasets,0.9625377657615651,results/step1/context_sweep5/mb_bias_init_1000.0/ctx500/oracle,oracle,0.08794786669598606,0.087359619140625,cls_soft_bias,0.25,oracle,0.25,30,0.995411605444015,ctx500,baseline
0.9126302083333333,mean_over_datasets,0.9125529256352424,results/step1/context_sweep5/mb_bias_init_1000.0/ctx500/corr,corr,0.214448247663804,0.22007649739583332,cls_soft_bias,0.24800729403893154,corr,0.15000000533958277,30,0.9673917330376277,ctx500,baseline
0.7880208333333333,mean_over_datasets,0.7877344584610634,results/step1/context_sweep5/mb_bias_init_1000.0/ctx500/random,random,0.47944952967637805,0.4805684407552083,cls_soft_bias,0.4387126564979553,random,0.375,30,0.8503888046302678,ctx500,baseline
0.97568359375,mean_over_datasets,0.9756841948478471,results/step1/context_sweep5/mb_bias_init_1000.0/ctx5000/baseline,baseline,0.056152963309425305,0.055448659261067706,none,0.0,none,0.0,30,0.9977756067812115,ctx5000,baseline
0.9490315755208333,mean_over_datasets,0.9490340956407924,results/step1/context_sweep5/mb_bias_init_1000.0/ctx5000/shuffled,shuffled,0.1192832538867598,0.11887257893880208,cls_soft_bias,0.25,shuffled,0.25,30,0.9891599377013996,ctx5000,baseline
