accuracy,aggregation,balanced_accuracy,case_dir,case_name,log_loss,loss,mb_injection,mb_mean_score,mb_score_source,mb_sparsity,num_datasets,roc_auc,train_mode
0.9759114583333334,mean_over_datasets,0.9759293943784999,results/step1/context_sweep5/mb_bias_init_20.0/ctx4000/baseline,baseline,0.05620813224221874,0.05548146565755208,none,0.0,none,0.0,30,0.998072363995418,baseline
0.9425618489583333,mean_over_datasets,0.9425475242017985,results/step1/context_sweep5/mb_bias_init_20.0/ctx4000/shuffled,shuffled,0.1337222059421025,0.1336822509765625,cls_soft_bias,0.25,shuffled,0.25,30,0.985167993540926,baseline
0.9694498697916667,mean_over_datasets,0.9694650597290354,results/step1/context_sweep5/mb_bias_init_20.0/ctx4000/mi,mi,0.07396618631470105,0.07340291341145834,cls_soft_bias,0.08679590802639722,mi,0.07951389150694013,30,0.9963712824754001,baseline
0.980224609375,mean_over_datasets,0.9802334677071763,results/step1/context_sweep5/mb_bias_init_20.0/ctx4000/oracle,oracle,0.04657232602471673,0.045878092447916664,cls_soft_bias,0.25,oracle,0.25,30,0.9986656592667865,baseline
0.9699869791666667,mean_over_datasets,0.9699924740712228,results/step1/context_sweep5/mb_bias_init_20.0/ctx4000/corr,corr,0.07165118232795951,0.07104034423828125,cls_soft_bias,0.19355460455020268,corr,0.09756944741432866,30,0.9965844861014145,baseline
0.958544921875,mean_over_datasets,0.9585565816669555,results/step1/context_sweep5/mb_bias_init_20.0/ctx4000/random,random,0.09904056650169374,0.09867960611979167,cls_soft_bias,0.45743316411972046,random,0.4166666865348816,30,0.9931863171355119,baseline
